order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
159140001,0,0,1,0.25,01:59:14,05:59:14,60,60,3dae461cb13a4ca7bc113b9b1842283a,6c9f8a62eff74e589c081de647f8eb3e
251190002,0,1,0,0.5,02:51:19,06:51:19,120,120,7ddb093d3d5d4b0397575e9f8b718386,4cf497e776dd408f82c60b6475397a9d
308350003,0,0,1,0.25,03:08:35,07:08:35,60,60,14174a048a0147be86981428ec8df189,9316c24ab8b9471fa75f9da67d0b7db2
332360004,1,0,0,1.0,03:32:36,07:32:36,240,240,681162833e354d329df2b7aff119f015,e040ed28e94445fc85bc071963535830
347590005,0,0,1,0.25,03:47:59,07:47:59,60,60,0ca31f8c354b4ab78899ad6dfbd632fa,e5dc8bf4da6a4112b4dfca025d6a8948
426580006,0,1,0,0.5,04:26:58,08:26:58,120,120,8854c92271174c4bbd3ee95fbdd973c7,206128e3ee9a458d9cfd053cedc0fad6
426580007,0,1,0,0.5,04:26:58,08:26:58,120,120,aa61dc034d9240e9950b027ba204f5f0,4e6e1dec486340a0b4fbc7e1eeed99ab
436210008,0,1,0,0.5,04:36:21,08:36:21,120,120,dd538f8238a5430b8135b89b8afe2511,e7d9bdb12a9e4bf5a70373616d423349
449060009,0,1,0,0.5,04:49:06,08:49:06,120,120,9829a9e1f6874f28b33b57a7a42bb49f,d9f1aced3d1b4379b43a7aed2488134d
527250010,2,0,0,2.0,05:27:25,09:27:25,480,480,14174a048a0147be86981428ec8df189,5e2e9efa5ade4984bb18af66028bc0c8
613540011,0,0,1,0.25,06:13:54,10:13:54,60,60,434ba7a94f63491a8cc6d6b913f54218,3556641d92e044d3a0111c4df4d1fd17
637300012,15,0,0,15.0,06:37:30,10:37:30,3600,3600,ee187c7680604a9fa1f3d3837610c11a,9b02d5056bcf48abba07259bb3ca9396
845130013,0,0,1,0.25,08:45:13,12:45:13,60,60,a6fefc4ac6f541cbbc7af963c13350f6,f5264a9b32c94706a8bc981ab961952a
908020014,0,0,1,0.25,09:08:02,13:08:02,60,60,7b4a71ce5d744da09cf5f4c744924812,1c3da1b869444169a773701e1430ded0
1003480015,0,0,1,0.25,10:03:48,14:03:48,60,60,7ddb093d3d5d4b0397575e9f8b718386,0ca31f8c354b4ab78899ad6dfbd632fa
1004390016,0,0,1,0.25,10:04:39,14:04:39,60,60,1053bf90a2c645c3a596b31bbc84f535,9f1a09c368584eba9e7f10a53d55caae
1009520017,0,1,0,0.5,10:09:52,14:09:52,120,120,f7d977891ba84a7491024709803f38cc,680ee12255ad415ab7838647f138778e
1031210018,0,1,0,0.5,10:31:21,14:31:21,120,120,5920212e6b0b46b198b9677bfe74f35d,7fb0acc4e2634440ba26a7ebc0040dc2
1049350019,1,0,0,1.0,10:49:35,14:49:35,240,240,6380b13f12984a08a4994fb4c126215b,797fe83c0ac14a3c8724aa4d9ce0049a
1118550020,0,0,1,0.25,11:18:55,15:18:55,60,60,212c60c932ca4e4c8cf922cb2ec2fadd,5c8900293133480d893ceee1ac8fd352
1119280021,0,0,1,0.25,11:19:28,15:19:28,60,60,d48e48b0b026419990c5ed5080c5da9d,2445d4bd004c457d95957d6ecf77f759
1126140022,0,0,1,0.25,11:26:14,15:26:14,60,60,6380b13f12984a08a4994fb4c126215b,9829a9e1f6874f28b33b57a7a42bb49f
1144240023,0,1,0,0.5,11:44:24,15:44:24,120,120,e2d5093fbe36431f8986ddb0e1c586be,6999d8c076aa42f3b42c6c96dc2ccc4c
1151570024,0,0,1,0.25,11:51:57,15:51:57,60,60,f7ee272fbbba4f918bcd4f36ea053908,4e6e1dec486340a0b4fbc7e1eeed99ab
1154150025,1,6,0,4.0,11:54:15,15:54:15,960,960,6ac617af0ea04e9bbbc3b206d86d73a6,7ddb093d3d5d4b0397575e9f8b718386
1330330026,0,0,2,0.5,13:30:33,17:30:33,120,120,cd837256e92d4dda8e4a738c049dbcd6,ef7a2e12c20043a9aba7fecf660b2616
1356420027,0,1,0,0.5,13:56:42,17:56:42,120,120,a678f7137f7e4debbc6bc4679cd2c1b4,f5118fa189b742a897beec2f77de9b27
1413480028,0,0,1,0.25,14:13:48,18:13:48,60,60,e47399648fa842b2b8f80094343d8091,5934c25a3ab2421c9533dcfcb439ba76
1437430029,0,1,0,0.5,14:37:43,18:37:43,120,120,61a68b6b728b4413ba6a0f695091579c,390904f3744145508d8c9f8361a23e72
1446560030,0,1,0,0.5,14:46:56,18:46:56,120,120,ee187c7680604a9fa1f3d3837610c11a,9316c24ab8b9471fa75f9da67d0b7db2
1517060031,4,0,0,4.0,15:17:06,19:17:06,960,960,f99babdb60984c91ab485b8590630839,bdb72ae965bb4229a3b93402b5cd3d78
1545340032,1,0,0,1.0,15:45:34,19:45:34,240,240,cd837256e92d4dda8e4a738c049dbcd6,6fbe6d91a5f04b359e02bde29d349128
1546110033,0,0,1,0.25,15:46:11,19:46:11,60,60,e15ed46435514dda8bd6a420ab3e5d0b,d48e48b0b026419990c5ed5080c5da9d
1549520034,1,0,0,1.0,15:49:52,19:49:52,240,240,3ad35edbd14b4dae8e5808d0b7e82a1a,32ab2049f3fb437881ff3912470d7840
