order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
15380001,1,0,0,1.0,00:15:38,04:15:38,240,240,9eb6acb8d6154085a29d04268076aeea,9c615d0af79a4cbfa86dc0bbf46a7870
200010002,0,0,1,0.25,02:00:01,06:00:01,60,60,a6fefc4ac6f541cbbc7af963c13350f6,e2327ef4f46a40908e2b8ad97e855333
250330003,1,0,0,1.0,02:50:33,06:50:33,240,240,cdcbb2960996475fb11a199d4226fc15,e318c5d80f6e46d98e904579e76bafe7
318400004,0,1,0,0.5,03:18:40,07:18:40,120,120,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
325460005,0,1,0,0.5,03:25:46,07:25:46,120,120,8854c92271174c4bbd3ee95fbdd973c7,dd538f8238a5430b8135b89b8afe2511
338570006,3,2,3,4.75,03:38:57,07:38:57,1140,1140,24e7da27483f42109e5fd5db774a8168,9b02d5056bcf48abba07259bb3ca9396
358000007,0,2,0,1.0,03:58:00,07:58:00,240,240,9f1a09c368584eba9e7f10a53d55caae,ee187c7680604a9fa1f3d3837610c11a
450450008,0,1,0,0.5,04:50:45,08:50:45,120,120,c56a0078468d4f1498be9e79f6bbd4c0,13f358cee72045fc8e52fc834957788a
526070009,8,0,0,8.0,05:26:07,09:26:07,1920,1920,a6d6e6a52a0044e99991fc8fb0248027,449b516ba21b4270ac1ea1b13a89514c
528300010,0,0,1,0.25,05:28:30,09:28:30,60,60,4a85fbdd319140dd83f55766289d365f,43a4215be06543c1985c1e9460dec52d
617040011,0,0,3,0.75,06:17:04,10:17:04,180,180,e318c5d80f6e46d98e904579e76bafe7,0c589202a6584664939d46842080d019
630010012,1,0,0,1.0,06:30:01,10:30:01,240,240,5fda6fea62824ea1a9f8d94a2f2d997d,74e91fb64c7346269d555cec8a2cfb73
718490013,0,0,1,0.25,07:18:49,11:18:49,60,60,004d1201e9e84cfbacfa68dc759c61f1,32ab2049f3fb437881ff3912470d7840
751340014,0,0,1,0.25,07:51:34,11:51:34,60,60,fee0072df94c405497ce1741925cd341,212c60c932ca4e4c8cf922cb2ec2fadd
758060015,0,1,0,0.5,07:58:06,11:58:06,120,120,d9f1aced3d1b4379b43a7aed2488134d,5934c25a3ab2421c9533dcfcb439ba76
808520016,1,0,0,1.0,08:08:52,12:08:52,240,240,a1706ab3350d477cb63e047c4f4ad819,c93a83d3e80d4aeeb037ff5255f4fd02
816110017,2,0,0,2.0,08:16:11,12:16:11,480,480,5934c25a3ab2421c9533dcfcb439ba76,f7ee272fbbba4f918bcd4f36ea053908
832070018,0,1,0,0.5,08:32:07,12:32:07,120,120,61a68b6b728b4413ba6a0f695091579c,7d511f7ba322430687691bf9cfcc96b4
912010019,0,0,3,0.75,09:12:01,13:12:01,180,180,6fbe6d91a5f04b359e02bde29d349128,681162833e354d329df2b7aff119f015
921230020,1,0,0,1.0,09:21:23,13:21:23,240,240,b4258aba02fe457889bff20abcd3c10e,0ca31f8c354b4ab78899ad6dfbd632fa
931050021,0,1,0,0.5,09:31:05,13:31:05,120,120,4cf497e776dd408f82c60b6475397a9d,fa366fc87a124d32926daa5bb093129f
934270022,0,1,0,0.5,09:34:27,13:34:27,120,120,20d9d5fd8824497a811a65a57f64f359,1e93ab7137b643aab3f9b31fdb1c35a8
956330023,0,0,1,0.25,09:56:33,13:56:33,60,60,6fbe6d91a5f04b359e02bde29d349128,433901c139d54522a8f3790b07a335e5
1004160024,0,1,0,0.5,10:04:16,14:04:16,120,120,3fbffad04fa44c75926557097f03a15c,fa91b55160e245edb77a213135cccd27
1016030025,0,0,1,0.25,10:16:03,14:16:03,60,60,206128e3ee9a458d9cfd053cedc0fad6,4a85fbdd319140dd83f55766289d365f
1107300026,0,0,1,0.25,11:07:30,15:07:30,60,60,7d1aa3474be842a9974684f4a1172ffe,74e91fb64c7346269d555cec8a2cfb73
1339050027,0,1,0,0.5,13:39:05,17:39:05,120,120,fa366fc87a124d32926daa5bb093129f,a678f7137f7e4debbc6bc4679cd2c1b4
1357380028,12,0,0,12.0,13:57:38,17:57:38,2880,2880,61a68b6b728b4413ba6a0f695091579c,c4e793f5dc5a4026b54f5b9925de1196
1428120029,0,0,1,0.25,14:28:12,18:28:12,60,60,1394dce6e0b24fc8ad3d0a807e490829,390904f3744145508d8c9f8361a23e72
1435070030,1,0,0,1.0,14:35:07,18:35:07,240,240,e2d5093fbe36431f8986ddb0e1c586be,7b84670cf4164cccba22ebb17a2c290a
1530160031,0,0,1,0.25,15:30:16,19:30:16,60,60,43a4215be06543c1985c1e9460dec52d,77e3d5c3f5ca4e0dabde094ba94ea49b
