order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
15000001,1,1,1,1.75,00:15:00,04:15:00,420,420,f99babdb60984c91ab485b8590630839,5934c25a3ab2421c9533dcfcb439ba76
17490002,0,1,0,0.5,00:17:49,04:17:49,120,120,c174cfe9fcbf4f1b82095941a49f7bd9,3dae461cb13a4ca7bc113b9b1842283a
40070003,2,1,0,2.5,00:40:07,04:40:07,600,600,fa366fc87a124d32926daa5bb093129f,852c1621c9c44d029b33d71c1274caeb
313400004,0,1,0,0.5,03:13:40,07:13:40,120,120,5c8900293133480d893ceee1ac8fd352,081dc54492414061ae6c6e47bf7b8db5
357340005,1,0,0,1.0,03:57:34,07:57:34,240,240,3dae461cb13a4ca7bc113b9b1842283a,a1706ab3350d477cb63e047c4f4ad819
412520006,0,0,1,0.25,04:12:52,08:12:52,60,60,3dae461cb13a4ca7bc113b9b1842283a,5920212e6b0b46b198b9677bfe74f35d
510420007,0,0,1,0.25,05:10:42,09:10:42,60,60,32ab2049f3fb437881ff3912470d7840,433901c139d54522a8f3790b07a335e5
518250008,0,0,2,0.5,05:18:25,09:18:25,120,120,449b516ba21b4270ac1ea1b13a89514c,66b7f2fbd6a042c1bbd1b567d68daa56
522240009,0,1,0,0.5,05:22:24,09:22:24,120,120,8854c92271174c4bbd3ee95fbdd973c7,6380b13f12984a08a4994fb4c126215b
533190010,0,0,1,0.25,05:33:19,09:33:19,60,60,2445d4bd004c457d95957d6ecf77f759,24b6bf044ee8473db7030d008fb422b5
600190011,0,0,1,0.25,06:00:19,10:00:19,60,60,af35b43e04df49b9b469a0018730faeb,187a4c8fb27e4e5b9ef800a4ad5d4301
758180012,0,1,0,0.5,07:58:18,11:58:18,120,120,2445d4bd004c457d95957d6ecf77f759,6ac617af0ea04e9bbbc3b206d86d73a6
810030013,18,0,0,18.0,08:10:03,12:10:03,4320,4320,8c0126415c904d388bfdecbb4bf23c2e,ef7a2e12c20043a9aba7fecf660b2616
950360014,0,0,1,0.25,09:50:36,13:50:36,60,60,206128e3ee9a458d9cfd053cedc0fad6,1654624e52e84a93b56d016abb6f9042
1003340015,0,1,0,0.5,10:03:34,14:03:34,120,120,a1706ab3350d477cb63e047c4f4ad819,effccdca39e848faae86cc17c34e722b
1010390016,0,0,2,0.5,10:10:39,14:10:39,120,120,5ec55e3f537d448d95144cec1cc37f54,9b02d5056bcf48abba07259bb3ca9396
1017290017,0,1,0,0.5,10:17:29,14:17:29,120,120,62cbdc8fbbc5452da72e83705b4e19af,f7d977891ba84a7491024709803f38cc
1021010018,0,0,2,0.5,10:21:01,14:21:01,120,120,e723c30f335b4391ad73fbccdfb67d1e,9b40bfd6ca1c432498685540652a5a8b
1109480019,0,0,1,0.25,11:09:48,15:09:48,60,60,fee0072df94c405497ce1741925cd341,1821ddf96fe14083ba213868cd82b840
1310290020,1,0,0,1.0,13:10:29,17:10:29,240,240,187a4c8fb27e4e5b9ef800a4ad5d4301,6e4801bd12654045a5f3d63e2951594c
1433340021,0,1,0,0.5,14:33:34,18:33:34,120,120,b854aac6ac2345789fbb3d155321216a,e040ed28e94445fc85bc071963535830
1437450022,0,0,2,0.5,14:37:45,18:37:45,120,120,81dc3e210b4449bf91d9874c26f173f0,74e91fb64c7346269d555cec8a2cfb73
1438240023,1,0,0,1.0,14:38:24,18:38:24,240,240,4a85fbdd319140dd83f55766289d365f,434ba7a94f63491a8cc6d6b913f54218
1441090024,0,1,0,0.5,14:41:09,18:41:09,120,120,13f358cee72045fc8e52fc834957788a,f99babdb60984c91ab485b8590630839
1554450025,2,1,0,2.5,15:54:45,19:54:45,600,600,1e93ab7137b643aab3f9b31fdb1c35a8,cd837256e92d4dda8e4a738c049dbcd6
1602230026,1,1,0,1.5,16:02:23,20:02:23,360,360,1654624e52e84a93b56d016abb6f9042,c174cfe9fcbf4f1b82095941a49f7bd9
1621080027,0,1,0,0.5,16:21:08,20:21:08,120,120,5fda6fea62824ea1a9f8d94a2f2d997d,9c615d0af79a4cbfa86dc0bbf46a7870
1637240028,0,1,1,0.75,16:37:24,20:37:24,180,180,fa366fc87a124d32926daa5bb093129f,2a1bdb363ea14379b771f76e428aad9c
1640020029,1,1,0,1.5,16:40:02,20:40:02,360,360,24b6bf044ee8473db7030d008fb422b5,7782ed919d8f4dd6a1fb220dacd73445
1642180030,0,0,1,0.25,16:42:18,20:42:18,60,60,856895eda4fa41159b4aed0b71355cae,a1706ab3350d477cb63e047c4f4ad819
1644080031,0,0,4,1.0,16:44:08,20:44:08,240,240,8479328003a8427ca68b7600f0ac7045,9b02d5056bcf48abba07259bb3ca9396
1647440032,2,0,0,2.0,16:47:44,20:47:44,480,480,e5dc8bf4da6a4112b4dfca025d6a8948,0ca31f8c354b4ab78899ad6dfbd632fa
1650140033,0,0,1,0.25,16:50:14,20:50:14,60,60,468daf338af44b9382df90826f18994c,6c9f8a62eff74e589c081de647f8eb3e
1651420034,1,0,0,1.0,16:51:42,20:51:42,240,240,681162833e354d329df2b7aff119f015,434ba7a94f63491a8cc6d6b913f54218
1701470035,0,0,1,0.25,17:01:47,21:01:47,60,60,004d1201e9e84cfbacfa68dc759c61f1,7b4a71ce5d744da09cf5f4c744924812
1702320036,1,0,0,1.0,17:02:32,21:02:32,240,240,6e4801bd12654045a5f3d63e2951594c,1654624e52e84a93b56d016abb6f9042
1707460037,0,0,1,0.25,17:07:46,21:07:46,60,60,62cbdc8fbbc5452da72e83705b4e19af,6c9f8a62eff74e589c081de647f8eb3e
1713590038,0,0,1,0.25,17:13:59,21:13:59,60,60,6ba3750e4eda425fae9db0cd825c39cd,468daf338af44b9382df90826f18994c
1723160039,2,0,0,2.0,17:23:16,21:23:16,480,480,680ee12255ad415ab7838647f138778e,e2d5093fbe36431f8986ddb0e1c586be
1741470040,0,0,1,0.25,17:41:47,21:41:47,60,60,390904f3744145508d8c9f8361a23e72,b4258aba02fe457889bff20abcd3c10e
