order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
18200001,0,2,0,1.0,00:18:20,04:18:20,240,240,681162833e354d329df2b7aff119f015,1821ddf96fe14083ba213868cd82b840
18500002,0,1,0,0.5,00:18:50,04:18:50,120,120,4780dc7fb51f4f5da3dea9e56c125fe6,680ee12255ad415ab7838647f138778e
31100003,8,0,0,8.0,00:31:10,04:31:10,1920,1920,2445d4bd004c457d95957d6ecf77f759,81dc3e210b4449bf91d9874c26f173f0
254090004,1,0,0,1.0,02:54:09,06:54:09,240,240,af35b43e04df49b9b469a0018730faeb,effccdca39e848faae86cc17c34e722b
300220005,1,0,0,1.0,03:00:22,07:00:22,240,240,4780dc7fb51f4f5da3dea9e56c125fe6,b6dd694ae05541dba369a2a759d2c2b9
342210006,2,0,0,2.0,03:42:21,07:42:21,480,480,3fbffad04fa44c75926557097f03a15c,5ec55e3f537d448d95144cec1cc37f54
426320007,0,1,0,0.5,04:26:32,08:26:32,120,120,5fda6fea62824ea1a9f8d94a2f2d997d,2a1bdb363ea14379b771f76e428aad9c
517480008,0,0,1,0.25,05:17:48,09:17:48,60,60,b854aac6ac2345789fbb3d155321216a,7b4a71ce5d744da09cf5f4c744924812
525160009,0,0,1,0.25,05:25:16,09:25:16,60,60,81dc3e210b4449bf91d9874c26f173f0,9b40bfd6ca1c432498685540652a5a8b
604100010,0,0,2,0.5,06:04:10,10:04:10,120,120,c93a83d3e80d4aeeb037ff5255f4fd02,77ec676ff9e348298044721c0fc2b690
619130011,0,1,0,0.5,06:19:13,10:19:13,120,120,9b8851cf57f944c6b168ec887558ffaa,fc583f43dd594e1fbc333052a2e5fb30
619510012,0,0,3,0.75,06:19:51,10:19:51,180,180,9f1a09c368584eba9e7f10a53d55caae,773b0458659248f1938a61ddaeef55ef
652460013,0,1,0,0.5,06:52:46,10:52:46,120,120,b854aac6ac2345789fbb3d155321216a,24e7da27483f42109e5fd5db774a8168
942590014,0,1,0,0.5,09:42:59,13:42:59,120,120,6fbe6d91a5f04b359e02bde29d349128,8dcef54acc6d4c0592a222a730300f1c
945290015,0,0,1,0.25,09:45:29,13:45:29,60,60,e2d5093fbe36431f8986ddb0e1c586be,3ad35edbd14b4dae8e5808d0b7e82a1a
1009470016,1,0,0,1.0,10:09:47,14:09:47,240,240,9eb6acb8d6154085a29d04268076aeea,004d1201e9e84cfbacfa68dc759c61f1
1010460017,0,0,1,0.25,10:10:46,14:10:46,60,60,77e3d5c3f5ca4e0dabde094ba94ea49b,773b0458659248f1938a61ddaeef55ef
1013580018,0,0,1,0.25,10:13:58,14:13:58,60,60,212c60c932ca4e4c8cf922cb2ec2fadd,3dae461cb13a4ca7bc113b9b1842283a
1025210019,0,2,0,1.0,10:25:21,14:25:21,240,240,4780dc7fb51f4f5da3dea9e56c125fe6,fee0072df94c405497ce1741925cd341
1052570020,1,6,0,4.0,10:52:57,14:52:57,960,960,b4258aba02fe457889bff20abcd3c10e,e15ed46435514dda8bd6a420ab3e5d0b
1118580021,0,0,1,0.25,11:18:58,15:18:58,60,60,effccdca39e848faae86cc17c34e722b,c4e793f5dc5a4026b54f5b9925de1196
1118580022,0,0,1,0.25,11:18:58,15:18:58,60,60,c0979c05f2c44e6fa7c5e42ae9aa977e,468daf338af44b9382df90826f18994c
