order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
2240001,5,0,0,5.0,00:02:24,04:02:24,1200,1200,f7ee272fbbba4f918bcd4f36ea053908,b6dd694ae05541dba369a2a759d2c2b9
23290002,0,0,1,0.25,00:23:29,04:23:29,60,60,e3495e0ede9a4ff3a63b4501c17d1fcd,681162833e354d329df2b7aff119f015
46490003,0,1,0,0.5,00:46:49,04:46:49,120,120,c0979c05f2c44e6fa7c5e42ae9aa977e,c5819bc71f70420e8a28ac7c158dc22f
300130004,1,0,0,1.0,03:00:13,07:00:13,240,240,8dcef54acc6d4c0592a222a730300f1c,b6dd694ae05541dba369a2a759d2c2b9
335370005,0,1,0,0.5,03:35:37,07:35:37,120,120,77e3d5c3f5ca4e0dabde094ba94ea49b,cd837256e92d4dda8e4a738c049dbcd6
357090006,0,1,0,0.5,03:57:09,07:57:09,120,120,3fbffad04fa44c75926557097f03a15c,7782ed919d8f4dd6a1fb220dacd73445
359180007,1,0,0,1.0,03:59:18,07:59:18,240,240,13b35cedb9274b359a8a666d67ef5538,0ca31f8c354b4ab78899ad6dfbd632fa
430340008,1,0,0,1.0,04:30:34,08:30:34,240,240,6e4801bd12654045a5f3d63e2951594c,9c615d0af79a4cbfa86dc0bbf46a7870
435480009,0,0,1,0.25,04:35:48,08:35:48,60,60,0ca31f8c354b4ab78899ad6dfbd632fa,81dc3e210b4449bf91d9874c26f173f0
454310010,0,0,1,0.25,04:54:31,08:54:31,60,60,206128e3ee9a458d9cfd053cedc0fad6,8479328003a8427ca68b7600f0ac7045
501560011,1,0,0,1.0,05:01:56,09:01:56,240,240,fa91b55160e245edb77a213135cccd27,c5819bc71f70420e8a28ac7c158dc22f
517380012,0,0,1,0.25,05:17:38,09:17:38,60,60,20d9d5fd8824497a811a65a57f64f359,681162833e354d329df2b7aff119f015
518340013,0,1,0,0.5,05:18:34,09:18:34,120,120,6ac617af0ea04e9bbbc3b206d86d73a6,852c1621c9c44d029b33d71c1274caeb
532020014,0,1,0,0.5,05:32:02,09:32:02,120,120,b4258aba02fe457889bff20abcd3c10e,ce433928b8724d77bbe97ccb1e3312a5
611570015,2,0,0,2.0,06:11:57,10:11:57,480,480,e47399648fa842b2b8f80094343d8091,707d2dad46ab496e97305cc2e3ae8cf2
621160016,0,0,1,0.25,06:21:16,10:21:16,60,60,be79e1dcfff84bca9677a61c7fd5b5a6,66b7f2fbd6a042c1bbd1b567d68daa56
915140017,1,0,0,1.0,09:15:14,13:15:14,240,240,081dc54492414061ae6c6e47bf7b8db5,13f358cee72045fc8e52fc834957788a
1009020018,0,0,2,0.5,10:09:02,14:09:02,120,120,4a85fbdd319140dd83f55766289d365f,f7d977891ba84a7491024709803f38cc
1119350019,0,0,2,0.5,11:19:35,15:19:35,120,120,fa366fc87a124d32926daa5bb093129f,4a85fbdd319140dd83f55766289d365f
1132040020,1,0,0,1.0,11:32:04,15:32:04,240,240,7fe14b93f0f04ee7a994ef5b2c1fdb72,6380b13f12984a08a4994fb4c126215b
1134060021,0,0,1,0.25,11:34:06,15:34:06,60,60,7b84670cf4164cccba22ebb17a2c290a,8dcef54acc6d4c0592a222a730300f1c
1135120022,0,0,1,0.25,11:35:12,15:35:12,60,60,80cc1546ba7645e3964fd017e4af3299,9e692abf321146bebb9917f3ada777d4
1336370023,0,0,1,0.25,13:36:37,17:36:37,60,60,99f05d5e71104b04838cff91b231a002,a1706ab3350d477cb63e047c4f4ad819
1358060024,1,0,0,1.0,13:58:06,17:58:06,240,240,1394dce6e0b24fc8ad3d0a807e490829,004d1201e9e84cfbacfa68dc759c61f1
1406520025,18,0,0,18.0,14:06:52,18:06:52,4320,4320,ba2f9926cafc49468d76077a3e86aa4f,f5118fa189b742a897beec2f77de9b27
1453220026,0,0,1,0.25,14:53:22,18:53:22,60,60,a1706ab3350d477cb63e047c4f4ad819,43a4215be06543c1985c1e9460dec52d
1500570027,0,0,2,0.5,15:00:57,19:00:57,120,120,2a1bdb363ea14379b771f76e428aad9c,7d1aa3474be842a9974684f4a1172ffe
1506160028,3,0,0,3.0,15:06:16,19:06:16,720,720,13b35cedb9274b359a8a666d67ef5538,81dc3e210b4449bf91d9874c26f173f0
1509470029,0,0,1,0.25,15:09:47,19:09:47,60,60,c0979c05f2c44e6fa7c5e42ae9aa977e,4291ef6305424140bbfaffff64fe7547
1510530030,0,0,2,0.5,15:10:53,19:10:53,120,120,681162833e354d329df2b7aff119f015,187a4c8fb27e4e5b9ef800a4ad5d4301
1524120031,0,0,1,0.25,15:24:12,19:24:12,60,60,f7ee272fbbba4f918bcd4f36ea053908,ffaae12a3c054da585696a96e880cf64
1609470032,0,1,0,0.5,16:09:47,20:09:47,120,120,62cbdc8fbbc5452da72e83705b4e19af,effccdca39e848faae86cc17c34e722b
1617110033,1,0,0,1.0,16:17:11,20:17:11,240,240,004d1201e9e84cfbacfa68dc759c61f1,3556641d92e044d3a0111c4df4d1fd17
1720170034,1,0,0,1.0,17:20:17,21:20:17,240,240,74e91fb64c7346269d555cec8a2cfb73,c4e793f5dc5a4026b54f5b9925de1196
