order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
2470001,0,0,1,0.25,00:02:47,04:02:47,60,60,20d9d5fd8824497a811a65a57f64f359,dd538f8238a5430b8135b89b8afe2511
39060002,0,0,1,0.25,00:39:06,04:39:06,60,60,cdcbb2960996475fb11a199d4226fc15,e47399648fa842b2b8f80094343d8091
205230003,0,0,1,0.25,02:05:23,06:05:23,60,60,d9f1aced3d1b4379b43a7aed2488134d,9e692abf321146bebb9917f3ada777d4
247500004,11,9,0,15.5,02:47:50,06:47:50,3720,3720,62cbdc8fbbc5452da72e83705b4e19af,c4e793f5dc5a4026b54f5b9925de1196
315180005,0,1,0,0.5,03:15:18,07:15:18,120,120,797fe83c0ac14a3c8724aa4d9ce0049a,5ec55e3f537d448d95144cec1cc37f54
322400006,0,1,0,0.5,03:22:40,07:22:40,120,120,9f1a09c368584eba9e7f10a53d55caae,2445d4bd004c457d95957d6ecf77f759
344020007,1,0,0,1.0,03:44:02,07:44:02,240,240,212c60c932ca4e4c8cf922cb2ec2fadd,8854c92271174c4bbd3ee95fbdd973c7
350250008,0,0,1,0.25,03:50:25,07:50:25,60,60,24e7da27483f42109e5fd5db774a8168,9b8851cf57f944c6b168ec887558ffaa
416500009,0,1,0,0.5,04:16:50,08:16:50,120,120,6ac617af0ea04e9bbbc3b206d86d73a6,c1e1e4250f63479ca9261967f84b6719
435430010,1,0,0,1.0,04:35:43,08:35:43,240,240,b4258aba02fe457889bff20abcd3c10e,e040ed28e94445fc85bc071963535830
448050011,1,0,0,1.0,04:48:05,08:48:05,240,240,a6d6e6a52a0044e99991fc8fb0248027,85a5e0d0db8746a8bb82de9c72fb4cfe
540390012,0,0,1,0.25,05:40:39,09:40:39,60,60,7b84670cf4164cccba22ebb17a2c290a,ef3171964da04ea7ac2e547f2441eff0
545340013,0,1,0,0.5,05:45:34,09:45:34,120,120,434ba7a94f63491a8cc6d6b913f54218,3fbffad04fa44c75926557097f03a15c
602330014,0,6,0,3.0,06:02:33,10:02:33,720,720,b854aac6ac2345789fbb3d155321216a,ef3171964da04ea7ac2e547f2441eff0
609100015,0,0,2,0.5,06:09:10,10:09:10,120,120,4e6e1dec486340a0b4fbc7e1eeed99ab,852c1621c9c44d029b33d71c1274caeb
611470016,7,0,0,7.0,06:11:47,10:11:47,1680,1680,1394dce6e0b24fc8ad3d0a807e490829,434ba7a94f63491a8cc6d6b913f54218
611470017,1,0,0,1.0,06:11:47,10:11:47,240,240,7d1aa3474be842a9974684f4a1172ffe,fee0072df94c405497ce1741925cd341
630230018,0,0,2,0.5,06:30:23,10:30:23,120,120,390904f3744145508d8c9f8361a23e72,e2327ef4f46a40908e2b8ad97e855333
727590019,0,0,2,0.5,07:27:59,11:27:59,120,120,6ba3750e4eda425fae9db0cd825c39cd,9b8851cf57f944c6b168ec887558ffaa
813250020,0,0,1,0.25,08:13:25,12:13:25,60,60,187a4c8fb27e4e5b9ef800a4ad5d4301,c93a83d3e80d4aeeb037ff5255f4fd02
945570021,0,0,3,0.75,09:45:57,13:45:57,180,180,263739de27764618a7e699260cdfdd31,5e2e9efa5ade4984bb18af66028bc0c8
1010460022,0,0,1,0.25,10:10:46,14:10:46,60,60,00e5630fbb3c4ff4b753ac1e1c15d561,aa61dc034d9240e9950b027ba204f5f0
1012430023,18,0,0,18.0,10:12:43,14:12:43,4320,4320,84837bc48a2846cda5895e07912c6a91,263739de27764618a7e699260cdfdd31
1025240024,1,0,0,1.0,10:25:24,14:25:24,240,240,5920212e6b0b46b198b9677bfe74f35d,b8f0e72c209a459991fd3cb61c72b333
1114000025,1,0,0,1.0,11:14:00,15:14:00,240,240,c1e1e4250f63479ca9261967f84b6719,c174cfe9fcbf4f1b82095941a49f7bd9
1115410026,1,0,0,1.0,11:15:41,15:15:41,240,240,390904f3744145508d8c9f8361a23e72,ffaae12a3c054da585696a96e880cf64
1124570027,1,0,0,1.0,11:24:57,15:24:57,240,240,4cf497e776dd408f82c60b6475397a9d,d3118417a6aa44c488d1758be16ad2dd
1138480028,0,1,0,0.5,11:38:48,15:38:48,120,120,c0979c05f2c44e6fa7c5e42ae9aa977e,7d1aa3474be842a9974684f4a1172ffe
1153290029,0,0,1,0.25,11:53:29,15:53:29,60,60,e5dc8bf4da6a4112b4dfca025d6a8948,6c9f8a62eff74e589c081de647f8eb3e
1347420030,0,0,1,0.25,13:47:42,17:47:42,60,60,14174a048a0147be86981428ec8df189,e15ed46435514dda8bd6a420ab3e5d0b
1418360031,1,1,0,1.5,14:18:36,18:18:36,360,360,773b0458659248f1938a61ddaeef55ef,85a5e0d0db8746a8bb82de9c72fb4cfe
1425020032,1,0,0,1.0,14:25:02,18:25:02,240,240,4780dc7fb51f4f5da3dea9e56c125fe6,9e692abf321146bebb9917f3ada777d4
1431530033,1,1,0,1.5,14:31:53,18:31:53,360,360,becb4f85393540b287e7329758b8d832,468daf338af44b9382df90826f18994c
1434540034,18,0,0,18.0,14:34:54,18:34:54,4320,4320,00e5630fbb3c4ff4b753ac1e1c15d561,24b6bf044ee8473db7030d008fb422b5
1619100035,18,0,0,18.0,16:19:10,20:19:10,4320,4320,c0979c05f2c44e6fa7c5e42ae9aa977e,0ca31f8c354b4ab78899ad6dfbd632fa
1651420036,0,1,0,0.5,16:51:42,20:51:42,120,120,53827e104d8e49409192d379460e0a98,680ee12255ad415ab7838647f138778e
1657120037,0,0,1,0.25,16:57:12,20:57:12,60,60,1394dce6e0b24fc8ad3d0a807e490829,ef3171964da04ea7ac2e547f2441eff0
1717470038,0,0,1,0.25,17:17:47,21:17:47,60,60,43a4215be06543c1985c1e9460dec52d,fa366fc87a124d32926daa5bb093129f
1732420039,0,0,1,0.25,17:32:42,21:32:42,60,60,43a4215be06543c1985c1e9460dec52d,1c3da1b869444169a773701e1430ded0
1737360040,0,3,0,1.5,17:37:36,21:37:36,360,360,4cf497e776dd408f82c60b6475397a9d,433901c139d54522a8f3790b07a335e5
1749170041,5,0,0,5.0,17:49:17,21:49:17,1200,1200,a1beabe727d34dba968e1a00f69d76ed,d48e48b0b026419990c5ed5080c5da9d
1857550042,0,1,0,0.5,18:57:55,22:57:55,120,120,433544a316b84100a11a703f1b99494a,5c8900293133480d893ceee1ac8fd352
1958350043,0,0,2,0.5,19:58:35,23:58:35,120,120,7d1aa3474be842a9974684f4a1172ffe,8c0126415c904d388bfdecbb4bf23c2e
2011060044,0,0,1,0.25,20:11:06,00:11:06,60,60,a1706ab3350d477cb63e047c4f4ad819,9316c24ab8b9471fa75f9da67d0b7db2
2050000045,0,1,0,0.5,20:50:00,00:50:00,120,120,f5118fa189b742a897beec2f77de9b27,c5819bc71f70420e8a28ac7c158dc22f
2200210046,0,0,1,0.25,22:00:21,02:00:21,60,60,856895eda4fa41159b4aed0b71355cae,449b516ba21b4270ac1ea1b13a89514c
2328260047,4,1,0,4.5,23:28:26,03:28:26,1080,1080,f5264a9b32c94706a8bc981ab961952a,77e3d5c3f5ca4e0dabde094ba94ea49b
2329510048,0,1,0,0.5,23:29:51,03:29:51,120,120,f5118fa189b742a897beec2f77de9b27,85a5e0d0db8746a8bb82de9c72fb4cfe
2338530049,0,0,1,0.25,23:38:53,03:38:53,60,60,24e7da27483f42109e5fd5db774a8168,212c60c932ca4e4c8cf922cb2ec2fadd
